epochs,encoder_depth,lr,batch_size,l2_penalization
100,3,1e-05,2,1e-05
train_losses,test_losses,train_recall,train_precision,test_recall,test_precision
0.41556393315985674,0.3397886289619944,0.6496937870979309,0.704563319683075,0.7174767851829529,0.7786518931388855
0.3229682764901423,0.3073706153017055,0.7396287322044373,0.792953610420227,0.7501227259635925,0.7976449131965637
0.2970859596034236,0.29009166114782503,0.7655019164085388,0.8061699867248535,0.7778834104537964,0.8004369735717773
0.28314724023633037,0.2792049935216912,0.7756159901618958,0.8129313588142395,0.7723987102508545,0.8139463067054749
0.27182332445720564,0.2766385381498064,0.7858216762542725,0.8214879631996155,0.788449227809906,0.8127235174179077
0.2654459781837991,0.2683995274096055,0.791473388671875,0.8264338970184326,0.7844645977020264,0.8213051557540894
0.2580875944535447,0.26435442096812445,0.798239529132843,0.8313506245613098,0.7867096066474915,0.8275681138038635
0.2529971834969324,0.261517490690393,0.8016772866249084,0.8335169553756714,0.7808051705360413,0.8372915387153625
0.24897083618746496,0.2633359105061067,0.8060357570648193,0.8378224968910217,0.7938825488090515,0.8318511843681335
0.24454548858636704,0.2523402264018336,0.808713436126709,0.8391025066375732,0.8090325593948364,0.8238461017608643
0.24093836347871353,0.2485064005110568,0.8104669451713562,0.840997576713562,0.7961829304695129,0.833185613155365
0.2382165050887047,0.24612442718029748,0.8125482797622681,0.8441300988197327,0.8085811734199524,0.8269079923629761
0.23483415484053127,0.2501084804437899,0.8139984011650085,0.8447234034538269,0.8159084320068359,0.8188136219978333
0.23098679486851406,0.24436226916602916,0.816353440284729,0.8478732705116272,0.8145803809165955,0.8299741148948669
0.22800140533251734,0.23848077567203696,0.8175072073936462,0.8501129150390625,0.7970350384712219,0.8413819074630737
0.22394590327759645,0.24258150382795268,0.8192839622497559,0.8523650765419006,0.8209372162818909,0.8272018432617188
0.2202540848531958,0.2516513365197979,0.82208251953125,0.8541280627250671,0.8061618804931641,0.8342488408088684
0.2166392551435791,0.22794730968113677,0.8231731057167053,0.8571937680244446,0.818443775177002,0.8345823287963867
0.2147904494943124,0.23165789612944032,0.825472891330719,0.8586941361427307,0.8127437829971313,0.8408582210540771
0.21321043686814287,0.22796850831299606,0.8259538412094116,0.8593162298202515,0.8061105012893677,0.8437637686729431
0.210130135937587,0.22874952227963755,0.8268837928771973,0.8623429536819458,0.8021197319030762,0.8413991928100586
0.2078498036843691,0.22494232639696243,0.8294197916984558,0.8641541004180908,0.8138267397880554,0.8426488041877747
0.20707179216608967,0.2253098802789787,0.8307512402534485,0.8638371229171753,0.8202808499336243,0.8393002152442932
0.20572075238544374,0.22340609911932713,0.8312296271324158,0.8653687238693237,0.820026159286499,0.8410849571228027
0.20285738358954294,0.22357912386198425,0.8335844874382019,0.8677911758422852,0.8088797330856323,0.8511807918548584
0.20073592121972889,0.22183080141096273,0.8340029716491699,0.8683204054832458,0.8304078578948975,0.8363160490989685
0.20060179741301784,0.22482470605367175,0.8365079164505005,0.8683082461357117,0.8403118848800659,0.8315085172653198
0.19749221741454373,0.2199394138555767,0.8372290730476379,0.8695160746574402,0.8238903284072876,0.8426212668418884
0.19488175575513453,0.21677799786428092,0.8386201858520508,0.8722501397132874,0.8143357038497925,0.8497750163078308
0.19335672355010697,0.21994943283789326,0.8387157320976257,0.8724203705787659,0.8052038550376892,0.8544518947601318
0.19246640746836371,0.21770439785905182,0.8413963317871094,0.8733068704605103,0.8227519392967224,0.8462790846824646
0.18952023200820153,0.21975305888594854,0.8419565558433533,0.874348521232605,0.8114768266677856,0.8546404242515564
0.18911548984478438,0.21828272411625627,0.8429619669914246,0.8748095035552979,0.8047564625740051,0.8586104512214661
0.1868939884451812,0.21733503472609705,0.8446536660194397,0.876067042350769,0.8267858624458313,0.8473503589630127
0.18443607240575607,0.22111332482341417,0.8448801040649414,0.8774919509887695,0.8280947804450989,0.8480200171470642
0.18296926020338478,0.22450153404012477,0.8449890613555908,0.878540575504303,0.8231720924377441,0.8488410711288452
0.1806689763386684,0.23038300072948914,0.8467945456504822,0.8795760869979858,0.8092025518417358,0.8575595021247864
0.17911412908088642,0.22388504150634012,0.847865104675293,0.8795226812362671,0.8362088203430176,0.8420828580856323
0.1779579240954115,0.21392496980681447,0.8493215441703796,0.881923258304596,0.8137224316596985,0.8568462133407593
0.1755621340489755,0.21512126707239076,0.8492117524147034,0.8817830085754395,0.8307157754898071,0.8455735445022583
0.17390965480645337,0.21674676124368691,0.8513382077217102,0.8836105465888977,0.8326187133789062,0.8441842198371887
0.1732039628489751,0.22243379358001725,0.8513549566268921,0.8830857276916504,0.8208371996879578,0.8522388935089111
0.17084677329329798,0.228836143982739,0.8518479466438293,0.8846756815910339,0.8219844698905945,0.8505510687828064
0.17006794118034907,0.2173252448669195,0.8517191410064697,0.8852295875549316,0.8416399359703064,0.841611385345459
0.16910033106975358,0.21167060261682813,0.8542529940605164,0.8863183856010437,0.8133367896080017,0.8592423796653748
0.16785715131151369,0.2126052896589196,0.854719877243042,0.8874648213386536,0.8153288960456848,0.8597791790962219
0.16544730009558023,0.21873766691553304,0.8558627367019653,0.8880237936973572,0.8309114575386047,0.8491605520248413
0.16453675344130214,0.21649828110659858,0.8576578497886658,0.8880550861358643,0.8198071122169495,0.8529782891273499
0.16337408070968923,0.21413495548444594,0.8571983575820923,0.8899019956588745,0.8236485123634338,0.8562016487121582
0.16195182029127142,0.2192626367129075,0.8577355146408081,0.889481782913208,0.8376033902168274,0.845284640789032
0.1602031041646018,0.2147768722045132,0.8583934903144836,0.8908587098121643,0.8275372982025146,0.8541997671127319
0.16057308200023715,0.2134592999209417,0.8592469096183777,0.8907434940338135,0.8150935173034668,0.8603904247283936
0.1596217312264898,0.21612811201743576,0.8597979545593262,0.8920810222625732,0.8197237849235535,0.8570768237113953
0.15687098690962537,0.22032894612412848,0.8617911338806152,0.8927094340324402,0.824564516544342,0.8548672795295715
0.1567385108600388,0.21471325721682255,0.862613320350647,0.8929744958877563,0.818699836730957,0.8583646416664124
0.1550265044989764,0.22624018698115833,0.8628670573234558,0.8932603597640991,0.8324176669120789,0.8502771854400635
